Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 9fc8531e-197f-46e3-86b4-9f13a1de51a4 Version: $LATEST
14600 4893 4894 4897 4895
14700 4893 4900 4897 4895
14800 4894 4896 4897 4895
14900 4893 4898 4897 4895
15000 4893 4894 4897 4893.970351106627
15100 4894 4900 4897 4895
15200 4894 4898 4897 4895
15300 4893 4898 4897 4895
15400 4893 4899 4897 4893.953267511946
15500 4892 4899 4897 4893.99698182807
15600 4892 4899 4896 4892.037200940458
15700 4892 4899 4896 4892.074204310173
15800 4893 4899 4896 4892.068271261116
15900 4892 4897 4896 4892.1827459705255
16000 4892 4893 4896 4892.447978958275
16100 4893 4899 4896 4894
16200 4893 4894 4896 4892.579094964743
16300 4893 4899 4896 4892.532793087851
16400 4893 4898 4896 4892.530171097315
16500 4893 4900 4896 4892.4478031641975
16600 4893 4900 4896 4894
16700 4894 4900 4896 4894
16800 4893 4900 4896 4894
16900 4894 4900 4896 4894
17000 4894 4900 4896 4894
17100 4894 4900 4897 4893.935626729807
17200 4893 4900 4897 4893.900795939623
17300 4894 4900 4897 4893.828772272971
17400 4893 4900 4897 4893.802485093433
17500 4894 4900 4897 4893.7383219280355
17600 4895 4901 4897 4893.599333380717
17700 4895 4901 4897.47145774406 4895
17800 4894 4899 4897.473739856842 4895
17900 4894 4899 4897.475839501961 4895
18000 4895 4901 4897.357837890669 4895
18100 4895 4901 4897.249271167282 4895
18200 4895 4899 4897.229340545186 4895
18300 4894 4901 4897.171025694961 4895
18400 4899 4900 4898.957462271981 4896
18500 4899 4900 4898.760974437499 4896
18600 4894 4900 4898.780085866267 4896
18700 4894 4901 4898.757691436876 4896
18800 4895 4899 4898.77706535988 4896
18900 4899 4901 4898.555023473418 4896
19000 4894 4901 4898.5506240393925 4896
19100 4894 4900 4898.586554157374 4896
19200 4894 4899 4898.659589254426 4896
19300 4894 4900 4898.686806994854 4896
19400 4894 4899 4898 4896
19500 4894 4901 4898 4896
19600 4894 4895 4898 4896
19700 4894 4900 4898 4896
19800 4893 4899 4897 4895
19900 4893 4899 4897 4895
20000 4893 4894 4897.387434948735 4895
20100 4893 4899 4897.436412945986 4895
20200 4893 4900 4897.441497086113 4895
20300 4893 4899 4897 4893.486152513524
20400 4893 4899 4897 4893.527237490096
20500 4893 4899 4897 4893.565037493317
20600 4892 4897 4897 4893.719748553209
20700 4892 4899 4897 4893.782134014373
20800 4891 4898 4897 4893.919486994842
20900 4891 4892 4896 4892.285724593467
21000 4891 4892 4896 4892.62267945051
21100 4890 4897 4896 4892.772781713973
21200 4896 4897 4896 4892.671015706984
21300 4891 4897 4896 4892.77727542408
21400 4891 4897 4896 4892.875039083294
21500 4892 4898 4896 4892.885030406538
21600 4896 4899 4896 4892.694333904256
21700 4892 4899 4896 4892.6787958231835
21800 4893 4899 4896 4892.624522305794
21900 4892 4897 4896 4892.694521637313
22000 4892 4898 4896 4894
22100 4897 4899 4896 4894
22200 4892 4899 4896 4894
22300 4892 4898 4896 4894
22400 4891 4896 4896 4894
22500 4897 4898 4896 4894
22600 4896 4897 4896 4894
22700 4891 4896 4896 4894
22800 4892 4898 4896 4894
22900 4891 4898 4896 4894
23000 4891 4896 4896 4894
23100 4891 4897 4896 4894
23200 4891 4896 4895 4891.065825903695
23300 4891 4893 4895 4891.300429511145
23400 4891 4898 4895 4891.316386286404
23500 4896 4898 4895 4893
23600 4890 4891 4895 4891.480489964138
23700 4896 4897 4895 4891.322138729734
23800 4891 4898 4895 4891.336359731713
23900 4891 4897 4895 4891.389421477839
24000 4890 4897 4895 4891.478218433679
24100 4890 4897 4895 4891.559915576936
24200 4891 4895 4895 4891.675058369965
24300 4890 4891 4895 4891.980883817003
24400 4890 4897 4894 4890.02239005529
24500 4890 4895 4894 4890.140533223369
24600 4890 4892 4894 4890.369163563342
24700 4893 4896 4894 4890.299669081853
24800 4889 4892 4894 4890.555553413793
24900 4890 4896 4894 4890.591089400759
25000 4889 4896 4894 4890.663761879771
25100 4894 4896 4894 4890.530734824757
25200 4890 4896 4894 4890.568255196537
25300 4890 4896 4894 4890.602775605029
25400 4889 4896 4894 4890.674513706737
25500 4889 4896 4894 4890.740515946531
25600 4889 4895 4894 4890.841218731291
25700 4889 4895 4894 4890.933869765947
25800 4889 4895 4893 4889.0191128328925
25900 4888 4895 4893 4889.137518033206
26000 4894 4895 4893 4891
26100 4894 4895 4894 4892
26200 4891 4894 4894 4892
26300 4888 4889 4893 4889.300191834123
26400 4888 4895 4893 4889.3961231983585
26500 4888 4895 4893 4889.484384314211
26600 4888 4894 4893 4889.605566253565
26700 4893 4895 4893 4889.477192263909
26800 4889 4895 4893 4889.518993662485
26900 4888 4895 4893 4889.597430598453
27000 4890 4892 4893 4889.7095738559765
27100 4889 4893 4893 4889.812750633699
27200 4894 4895 4893 4889.627833302965
27300 4889 4893 4893 4889.737545694452
27400 4889 4895 4893 4891
27500 4888 4895 4893 4891
27600 4888 4893 4893 4891
27700 4888 4895 4893 4891
27800 4889 4894 4892 4888.036394744744
27900 4888 4895 4892 4888.073462574309
28000 4888 4894 4892 4888.147544416547
28100 4888 4895 4892 4890
28200 4887 4890 4892 4888.441519545883
28300 4888 4894 4892 4888.48617317751
28400 4887 4892 4892 4888.647189879937
28500 4887 4888 4892 4888.955243568409
28600 4887 4888 4891 4887.238666643893
28700 4888 4893 4891 4887.259561705358
28800 4886 4891 4891 4887.438697260693
28900 4887 4892 4891 4887.52355434247
29000 4887 4893 4891 4887.561648833915
29100 4887 4892 4891 4887.636675250682
29200 4887 4894 4891 4887.625747301008
29300 4893 4894 4891 4887.375826345836
29400 4888 4892 4891 4887.425732515728
29500 4889 4894 4891 4887.351715030536
29600 4888 4894 4891 4889
29700 4888 4892 4891 4889
29800 4893 4894 4891 4889
29900 4887 4894 4891 4889
30000 4888 4894 4891 4889
30100 4887 4894 4891 4889
30200 4887 4889 4891 4889
30300 4888 4894 4891 4889
30400 4887 4894 4891 4889
30500 4887 4893 4891 4889
30600 4887 4893 4891 4889
30700 4887 4893 4891 4889
30800 4888 4893 4891 4889
30900 4886 4893 4891 4889
31000 4887 4892 4891 4887.672951945888
31100 4892 4893 4891 4889
31200 4886 4891 4891 4889
31300 4887 4893 4891 4889
31400 4887 4892 4891 4889
31500 4887 4894 4891 4889
31600 4888 4894 4891 4889
31700 4887 4892 4891 4889
31800 4887 4892 4891 4889
31900 4888 4894 4891 4889
32000 4887 4891 4891 4889
32100 4888 4894 4891 4889
32200 4887 4891 4891 4889
32300 4886 4892 4891 4889
32400 4886 4892 4890 4888
32500 4885 4892 4890 4888
32600 4886 4891 4890 4886.265938389246
32700 4886 4892 4890 4886.324630715032
32800 4885 4892 4890 4886.418608054239
32900 4886 4890 4890 4886.5450491729625
33000 4886 4892 4890 4886.581425032653
33100 4885 4891 4890 4886.694848024559
33200 4889 4890 4890 4886.679268836697
33300 4885 4890 4890 4886.824846462661
33400 4885 4892 4890 4886.878828758954
33500 4886 4890 4890 4886.9684726618325
33600 4884 4891 4889 4885.090926826667
33700 4885 4891 4889 4885.163612304386
33800 4884 4889 4889 4885.350419550243
33900 4884 4891 4889 4885.442334928034
34000 4890 4891 4889 4885.2870344018775
34100 4885 4891 4889 4885.344039983624
34200 4885 4889 4889 4885.4764432360835
34300 4884 4891 4889 4885.558282316302
34400 4884 4890 4889 4885.673555697641
34500 4884 4891 4889 4885.739634535613
34600 4884 4891 4889 4885.800430001414
34700 4884 4891 4889 4885.856364530158
34800 4885 4886 4888 4884.0677379516555
34900 4884 4891 4888 4884.102299716765
35000 4884 4891 4888 4884.134098075713
35100 4884 4890 4888 4884.203331770943
35200 4886 4890 4888 4884.187074260173
35300 4884 4890 4888 4884.252072213564
35400 4886 4890 4888 4884.231917632173
35500 4883 4890 4888 4884.33330790019
35600 4883 4887 4888 4884.546524828034
35700 4883 4888 4888 4884.702716078916
35800 4883 4889 4888 4884.806441174218
35900 4883 4889 4888 4884.901872868808
36000 4883 4888 4887 4883.029652059079
36100 4884 4890 4887 4883.027281211338
36200 4885 4890 4888 4884.985122133431
36300 4884 4890 4888 4884.986311701961
36400 4884 4888 4887 4883.067361743215
36500 4884 4885 4887 4883.261864759032
36600 4885 4891 4887 4883.160971623565
36700 4885 4891 4887 4883.068145457804
36800 4884 4885 4887 4883.262585811262
36900 4885 4891 4887 4885
37000 4888 4890 4888 4886
37100 4884 4891 4888 4886
37200 4884 4891 4888 4886
37300 4883 4890 4888 4886
37400 4883 4889 4887 4885
37500 4883 4889 4887 4885
37600 4888 4889 4888 4886
37700 4883 4890 4887 4885
37800 4883 4889 4887 4885
37900 4882 4889 4887 4885
38000 4883 4889 4887 4885
38100 4884 4889 4887 4885
38200 4884 4889 4887 4885
38300 4883 4890 4887 4885
38400 4883 4890 4887 4885
38500 4883 4889 4887 4885
38600 4883 4890 4887 4885
38700 4884 4890 4887 4885
38800 4884 4890 4887 4885
38900 4884 4891 4887 4885
39000 4884 4890 4887 4885
39100 4884 4890 4887 4885
39200 4883 4889 4887 4885
39300 4883 4890 4887 4885
39400 4884 4891 4887 4885
39500 4884 4891 4887 4885
39600 4886 4890 4887 4885
39700 4883 4889 4887 4885
39800 4883 4890 4887 4885
39900 4884 4890 4887 4885
40000 4883 4890 4887 4885
40100 4886 4890 4887 4885
40200 4884 4889 4887 4885
40300 4884 4890 4887 4885
40400 4884 4891 4887 4885
40500 4884 4885 4887 4885
40600 4883 4890 4887 4885
40700 4888 4890 4887 4885
40800 4883 4890 4887 4885
40900 4884 4890 4887 4885
41000 4884 4885 4887 4885
41100 4889 4890 4887 4885
41200 4884 4891 4887 4885
41300 4884 4891 4888 4886
41400 4884 4886 4887 4885
41500 4885 4891 4887 4885
41600 4884 4891 4887 4885
41700 4884 4891 4888 4886
41800 4885 4888 4887 4885
41900 4885 4890 4888 4886
42000 4886 4892 4888 4886
42100 4886 4893 4888 4884.635990682849
42200 4887 4894 4888 4884.3852507120855
42300 4887 4893 4888 4884.194536595145
42400 4886 4891 4888 4884.139004515118
42500 4886 4893 4888 4884.007956949687
42600 4891 4892 4889 4885.727476198319
42700 4886 4893 4889 4885.629332620354
42800 4886 4892 4889 4885.579013962301
42900 4885 4892 4889 4885.572696354693
43000 4885 4890 4889 4885.64683946047
43100 4888 4892 4889 4885.515165447397
43200 4886 4891 4889 4885.513952885172
43300 4892 4894 4889 4885.153037139903
43400 4887 4893 4889 4885.060845380428
43500 4887 4891 4889 4885.055980452419
43600 4886 4891 4889 4885.091482295262
43700 4885 4890 4889 4885.204101152849
43800 4886 4893 4889 4885.1478043330135
43900 4886 4887 4889 4887
44000 4887 4888 4889 4887
44100 4886 4893 4889 4887
44200 4886 4893 4889 4887
44300 4887 4894 4889 4887
44400 4887 4892 4889 4887
44500 4886 4893 4889 4887
44600 4886 4893 4889 4887
44700 4891 4893 4890 4888
44800 4887 4894 4890.660368487672 4888
44900 4887 4894 4890.567590545995 4888
45000 4887 4888 4890.722097475065 4888
45100 4887 4894 4890.624383956067 4888
45200 4888 4894 4890.494505385992 4888
45300 4888 4895 4890.33503354033 4888
45400 4889 4894 4890.188312359438 4888
45500 4888 4895 4890.053322356451 4888
45600 4889 4895 4891.889147765486 4889
45700 4889 4895 4891.738099850045 4889
45800 4890 4896 4891.519173473731 4889
45900 4891 4897 4891.237795898617 4889
46000 4890 4897 4891.018893824918 4889
46100 4891 4898 4892.73753860929 4890
46200 4890 4897 4892.558634899995 4890
46300 4890 4897 4892.394035541502 4890
46400 4895 4897 4892.042707857641 4890
46500 4890 4897 4893.919359747828 4891
46600 4895 4897 4893.605985044912 4891
46700 4889 4896 4893.597510948605 4891
46800 4890 4897 4893.509758818259 4891
46900 4890 4894 4893.548956338918 4891
47000 4890 4896 4893.5050642134975 4891
47100 4889 4896 4893.504659301342 4891
47200 4895 4896 4893.264420008064 4891
47300 4890 4896 4893.243278151535 4891
47400 4891 4896 4893.183848911836 4891
47500 4890 4896 4893.169149164471 4891
47600 4890 4896 4893.15562474401 4891
47700 4891 4897 4893.063226091133 4891
47800 4890 4897 4893.018193019321 4891
47900 4890 4897 4894.9767605931265 4892
48000 4890 4895 4893.018596506192 4891
48100 4890 4897 4894.977131818969 4892
48200 4890 4897 4894.938982465084 4892
48300 4895 4897 4894.703994401694 4892
48400 4889 4896 4894 4892
48500 4894 4896 4894.626306844697 4892
48600 4889 4896 4894 4892
48700 4889 4896 4894 4892
48800 4890 4896 4894 4892
48900 4890 4897 4894 4892
49000 4890 4896 4894 4892
49100 4890 4897 4894 4892
49200 4890 4897 4894 4892
49300 4892 4897 4894 4892
49400 4891 4898 4894 4892
49500 4891 4897 4894 4892
49600 4890 4895 4894 4892
49700 4896 4897 4894 4892
49800 4890 4895 4894 4892
49900 4890 4896 4894 4892
50000 4893 4894 4894 4892
50100 4892 4896 4894 4892
50200 4894 4896 4894 4892
50300 4890 4897 4894 4892
50400 4890 4897 4894 4892
50500 4891 4897 4894 4892
50600 4895 4896 4894 4892
50700 4891 4897 4894 4892
50800 4891 4897 4894 4892
50900 4891 4897 4894 4892
51000 4890 4896 4894 4892
51100 4891 4895 4894 4892
51200 4895 4897 4894 4892
51300 4891 4895 4894 4892
51400 4891 4897 4894 4892
51500 4891 4898 4894 4892
51600 4891 4896 4894 4892
51700 4896 4897 4895 4893
51800 4891 4898 4895 4893
51900 4892 4898 4895 4893
52000 4892 4898 4895 4893
52100 4891 4897 4895 4893
52200 4891 4896 4895 4893
52300 4892 4899 4895 4893
52400 4892 4898 4895.663824924753 4893
52500 4891 4898 4895.650726206995 4893
52600 4891 4897 4895 4893
52700 4891 4895 4895 4893
52800 4891 4892 4894 4892
52900 4891 4895 4894 4892
53000 4891 4898 4894 4892
53100 4892 4898 4895 4893
53200 4897 4899 4895 4893
53300 4892 4899 4895 4893
53400 4892 4899 4895 4893
53500 4892 4897 4895 4893
53600 4892 4893 4895 4893
53700 4892 4899 4895 4893
53800 4893 4899 4895 4893
53900 4892 4896 4895.461220122338 4893
54000 4891 4894 4895 4893
54100 4892 4899 4895.534343336372 4893
54200 4891 4898 4895 4893
54300 4892 4898 4895 4893
54400 4892 4899 4895 4893
54500 4892 4897 4895 4893
54600 4892 4899 4895 4893
54700 4893 4899 4895 4893
54800 4893 4899 4895 4893
54900 4898 4899 4896.846717468041 4894
55000 4893 4899 4896.7790176772405 4894
55100 4894 4900 4896.636775277471 4894
55200 4895 4900 4896.465928159356 4894
55300 4894 4899 4896.388696807949 4894
55400 4895 4901 4896.197707156396 4894
55500 4894 4901 4896.061965986919 4894
55600 4894 4899 4896.017033667476 4894
55700 4893 4898 4896.055649523308 4894
55800 4894 4900 4897.971244447725 4895
55900 4894 4897 4896.013521407425 4894
56000 4895 4900 4897.892506917324 4895
56100 4894 4899 4897.861123796987 4895
56200 4897 4900 4897.672338761667 4895
56300 4894 4901 4897.578603729725 4895
56400 4894 4900 4897.532341129817 4895
56500 4894 4899 4897.529755275851 4895
56600 4894 4899 4897.527376175353 4895
56700 4895 4901 4897.4052539191725 4895
56800 4894 4900 4897.372851604841 4895
56900 4894 4900 4897.34304003652 4895
57000 4894 4898 4897.395567654965 4895
57100 4899 4900 4897.164050848132 4895
57200 4894 4895 4897.350823029966 4895
57300 4894 4900 4897 4895
57400 4893 4899 4897 4895
57500 4892 4899 4897 4895
57600 4892 4899 4897 4895
57700 4893 4899 4897 4895
57800 4892 4897 4897 4895
57900 4893 4899 4897 4895
58000 4892 4899 4897 4895
58100 4894 4900 4897 4895
58200 4893 4899 4897.7728710796555 4895
58300 4893 4900 4897 4895
58400 4893 4900 4897 4895
58500 4894 4900 4897 4895
58600 4893 4899 4897 4895
58700 4893 4899 4897 4895
58800 4893 4900 4897 4895
58900 4899 4900 4897 4895
59000 4894 4901 4897 4895
59100 4894 4900 4897 4895
59200 4893 4900 4897 4895
59300 4894 4900 4897 4895
59400 4894 4901 4897.261041526368 4895
59500 4894 4900 4897.2401697983205 4895
59600 4894 4901 4897.180989088823 4895
59700 4899 4901 4898.926651244168 4896
59800 4894 4900 4898.932515886877 4896
59900 4894 4900 4898.937911618645 4896
60000 4898 4900 4898.78296476078 4896
60100 4893 4900 4898.840295733064 4896
60200 4894 4900 4898.853064981213 4896
60300 4894 4900 4898.864813256651 4896
60400 4893 4900 4898 4896
60500 4893 4900 4898 4896
60600 4893 4900 4897 4895
60700 4894 4900 4897 4895
60800 4899 4900 4898 4896
60900 4899 4901 4898 4896
61000 4894 4900 4898 4896
61100 4894 4895 4898 4896
61200 4894 4901 4898 4896
61300 4893 4900 4898 4896
61400 4893 4900 4898 4896
61500 4898 4900 4898 4896
61600 4893 4899 4898 4896
61700 4893 4899 4898 4896
61800 4893 4899 4897 4895
61900 4892 4897 4897 4895
62000 4892 4899 4897.338323364581 4895
62100 4892 4897 4897.511161485348 4895
62200 4893 4898 4897.5902246476235 4895
62300 4892 4899 4897.662966268478 4895
62400 4892 4899 4897.729891790456 4895
62500 4892 4899 4897.7914662431485 4895
62600 4897 4899 4897.648228511006 4895
62700 4894 4900 4897.596399020954 4895
62800 4893 4899 4897.6286691734895 4895
62900 4894 4900 4897.578403561718 4895
63000 4893 4900 4897 4895
63100 4893 4900 4897 4895
63200 4893 4900 4897 4895
63300 4899 4900 4897 4895
63400 4894 4900 4897 4895
63500 4893 4896 4897 4895
63600 4899 4900 4897.230361677955 4895
63700 4894 4899 4897 4895
63800 4894 4901 4897 4895
63900 4894 4897 4897 4895
64000 4894 4895 4897 4895
64100 4894 4899 4897 4895
64200 4895 4901 4897 4895
64300 4896 4901 4897 4895
64400 4894 4901 4897 4895
64500 4895 4901 4897 4895
64600 4895 4901 4898.974940836589 4896
64700 4895 4902 4898 4896
64800 4895 4902 4898.748510463467 4896
64900 4895 4900 4898 4896
65000 4895 4900 4898.710359565769 4896
65100 4896 4902 4898.573606765493 4896
65200 4895 4900 4898.567721493471 4896
65300 4894 4899 4898.64226236719 4896
65400 4900 4901 4898.391020940233 4896
65500 4894 4901 4898.39973442475 4896
65600 4895 4901 4898.367773424827 4896
65700 4894 4901 4898.378345678047 4896
65800 4894 4901 4898 4896
65900 4895 4901 4898 4896
66000 4897 4901 4898.248540795874 4896
66100 4899 4900 4898.108735192995 4896
66200 4894 4900 4898 4896
66300 4898 4900 4898.08564945809 4896
66400 4893 4899 4898 4896
66500 4897 4898 4898 4896
66600 4896 4898 4898 4896
66700 4896 4898 4898 4896
66800 4891 4898 4898 4896
66900 4891 4898 4898 4896
67000 4892 4898 4897.024921040396 4895
67100 4891 4898 4897.22281742745 4895
67200 4891 4898 4897.404890893034 4895
67300 4890 4891 4897.892228909579 4895
67400 4891 4897 4896.060756980941 4894
67500 4891 4898 4896.1758324990205 4894
67600 4891 4897 4896.321684879375 4894
67700 4891 4898 4896.415897754596 4894
67800 4892 4898 4896 4892.462599991543
67900 4892 4899 4896 4892.465590331112
68000 4892 4897 4896 4892.548297161701
68100 4892 4897 4896 4892.624391119236
68200 4892 4893 4896 4892.854312110594
68300 4891 4892 4895 4891.14580521987
68400 4892 4898 4895 4891.134147278166
68500 4897 4899 4896 4892.883554697903
68600 4892 4899 4896 4892.85288735751
68700 4894 4899 4896 4894
68800 4893 4898 4896 4894
68900 4897 4899 4896 4894
69000 4893 4900 4896 4894
69100 4893 4900 4896 4894
69200 4893 4898 4896 4894
69300 4893 4896 4896 4894
69400 4893 4900 4896.378832408977 4894
69500 4893 4898 4896.388520434645 4894
69600 4893 4900 4896.3174782631795 4894
69700 4894 4901 4896.172160724748 4894
69800 4894 4901 4896.038462135167 4894
69900 4896 4901 4897.835497909208 4895
70000 4895 4902 4897.648761806745 4895
70100 4895 4902 4897.476956298664 4895
70200 4896 4902 4897.2789098078665 4895
70300 4896 4902 4897.0966982401715 4895
70400 4895 4902 4898.969033297718 4896
70500 4898 4902 4898.731642502414 4896
70600 4894 4901 4898.713121390537 4896
70700 4894 4901 4898.696081145002 4896
70800 4895 4899 4898.720381154958 4896
70900 4894 4895 4898.94262720682 4896
71000 4895 4901 4898.867258896713 4896
71100 4896 4902 4898.7179611185875 4896
71200 4896 4902 4898.580600531707 4896
71300 4896 4902 4898.454222690957 4896
71400 4895 4902 4898.377927257127 4896
71500 4895 4902 4898.307732069371 4896
71600 4896 4902 4898.203171586257 4896
71700 4895 4901 4898.186926883147 4896
71800 4894 4901 4898.211958827469 4896
71900 4894 4895 4898 4896
72000 4896 4900 4898.436888687967 4896
72100 4893 4900 4898 4896
72200 4892 4899 4898 4896
72300 4893 4899 4898 4896
72400 4893 4900 4898 4896
72500 4893 4899 4898.935241564775 4896
72600 4896 4899 4898.900441570686 4896
72700 4892 4899 4897.028335201236 4895
72800 4893 4899 4897.106025229005 4895
72900 4893 4897 4897.257459090498 4895
73000 4893 4900 4897.276851590894 4895
73100 4893 4895 4897.494582515995 4895
73200 4893 4898 4897.57497125947 4895
73300 4893 4900 4897.568976888533 4895
73400 4893 4898 4897.643417386404 4895
73500 4898 4899 4897.47203919458 4895
73600 4893 4900 4897.474274817146 4895
73700 4892 4899 4897.5562872745695 4895
73800 4893 4899 4897.591764585268 4895
73900 4892 4899 4897.6643830795065 4895
74000 4892 4893 4897 4893.971062075642
74100 4892 4898 4896 4892.053331409695
74200 4892 4896 4896 4892.208978436355
74300 4897 4898 4896 4892.072336065091
74400 4891 4898 4896 4892.186485770719
74500 4896 4897 4896 4892.131597399072
74600 4891 4897 4896 4892.280986622737
74700 4890 4893 4896 4892.618320307003
74800 4890 4896 4896 4892.808748901022
74900 4890 4896 4896 4892.983951665335
75000 4890 4896 4895 4891.145145990068
75100 4890 4895 4895 4891.333429720894
75200 4890 4893 4895 4891.5866147011775
75300 4892 4898 4895 4891.5397115793585
75400 4892 4899 4895 4891.456580831414
75500 4892 4898 4895 4891.420074643769
75600 4892 4898 4895 4891.386487329727
75700 4898 4899 4895 4891.075740960243
75800 4892 4897 4895 4891.109662840116
75900 4892 4893 4895 4891.300783646967
76000 4893 4898 4895 4893
76100 4892 4899 4895 4893
