Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 2228fb39-d4f4-4e80-902c-38d689c498d8 Version: $LATEST
22300 4892 4898 4896 4892.541291018105
22400 4891 4896 4896 4892.697900741324
22500 4897 4898 4896 4892.522166300964
22600 4896 4897 4896 4892.440438396025
22700 4891 4896 4896 4892.605111849678
22800 4892 4898 4896 4892.636685362893
22900 4891 4898 4896 4892.7057121900625
23000 4891 4896 4896 4892.849175522229
23100 4891 4897 4896 4892.941190367008
23200 4891 4896 4895 4891.065825903695
23300 4891 4893 4895 4891.300429511145
23400 4891 4898 4895 4891.316386286404
23500 4896 4898 4895 4891.13117826493
23600 4890 4891 4895 4891.480489964138
23700 4896 4897 4895 4891.322138729734
23800 4891 4898 4895 4891.336359731713
23900 4891 4897 4895 4891.389421477839
24000 4890 4897 4895 4891.478218433679
24100 4890 4897 4895 4891.559915576936
24200 4891 4895 4895 4891.675058369965
24300 4890 4891 4895 4891.980883817003
24400 4890 4897 4894 4890.02239005529
24500 4890 4895 4894 4890.140533223369
24600 4890 4892 4894 4890.369163563342
24700 4893 4896 4894 4890.299669081853
24800 4889 4892 4894 4890.555553413793
24900 4890 4896 4894 4890.591089400759
25000 4889 4896 4894 4890.663761879771
25100 4894 4896 4894 4890.530734824757
25200 4890 4896 4894 4890.568255196537
25300 4890 4896 4894 4890.602775605029
25400 4889 4896 4894 4890.674513706737
25500 4889 4896 4894 4890.740515946531
25600 4889 4895 4894 4890.841218731291
25700 4889 4895 4894 4890.933869765947
25800 4889 4895 4893 4889.0191128328925
25900 4888 4895 4893 4889.137518033206
26000 4894 4895 4893 4889.006589320306
26100 4894 4895 4894 4890.886129089288
26200 4891 4894 4894 4890.935211497296
26300 4888 4889 4893 4889.300191834123
26400 4888 4895 4893 4889.3961231983585
26500 4888 4895 4893 4889.484384314211
26600 4888 4894 4893 4889.605566253565
26700 4893 4895 4893 4889.477192263909
26800 4889 4895 4893 4889.518993662485
26900 4888 4895 4893 4889.597430598453
27000 4890 4892 4893 4889.7095738559765
27100 4889 4893 4893 4889.812750633699
27200 4894 4895 4893 4889.627833302965
27300 4889 4893 4893 4889.737545694452
27400 4889 4895 4893 4889.758530382085
27500 4888 4895 4893 4889.81781501942
27600 4888 4893 4893 4889.952315104244
27700 4888 4895 4893 4889.996105570683
27800 4889 4894 4892 4888.036394744744
27900 4888 4895 4892 4888.073462574309
28000 4888 4894 4892 4888.147544416547
28100 4888 4895 4892 4888.175725209039
28200 4887 4890 4892 4888.441519545883
28300 4888 4894 4892 4888.48617317751
28400 4887 4892 4892 4888.647189879937
28500 4887 4888 4892 4888.955243568409
28600 4887 4888 4891 4887.238666643893
28700 4888 4893 4891 4887.259561705358
28800 4886 4891 4891 4887.438697260693
28900 4887 4892 4891 4887.52355434247
29000 4887 4893 4891 4887.561648833915
29100 4887 4892 4891 4887.636675250682
29200 4887 4894 4891 4887.625747301008
29300 4893 4894 4891 4887.375826345836
29400 4888 4892 4891 4887.425732515728
29500 4889 4894 4891 4887.351715030536
29600 4888 4894 4891 4887.323593449385
29700 4888 4892 4891 4887.377675931088
29800 4893 4894 4891 4887.147589667511
29900 4887 4894 4891 4887.175766841936
30000 4888 4894 4891 4887.1617133012
30100 4887 4894 4891 4887.1887612122255
30200 4887 4889 4891 4887.413535455118
30300 4888 4894 4891 4887.380470985732
30400 4887 4894 4891 4887.390027998037
30500 4887 4893 4891 4887.438798666513
30600 4887 4893 4891 4887.483669847643
30700 4887 4893 4891 4887.524953327219
30800 4888 4893 4891 4887.522958169335
30900 4886 4893 4891 4887.601078120837
31000 4887 4892 4891 4887.672951945888
31100 4892 4893 4891 4887.499212301072
31200 4886 4891 4891 4887.659186452742
31300 4887 4893 4891 4887.686436399415
31400 4887 4892 4891 4887.751485353336
31500 4887 4894 4891 4887.731377694698
31600 4888 4894 4891 4887.67289996299
31700 4887 4892 4891 4887.739031230609
31800 4887 4892 4891 4887.799874934015
31900 4888 4894 4891 4887.735920465442
32000 4887 4891 4891 4887.836990684583
32100 4888 4894 4891 4887.770068604446
32200 4887 4891 4891 4887.868408489144
32300 4886 4892 4891 4887.958885550795
32400 4886 4892 4890 4886.042128466019
32500 4885 4892 4890 4886.158693437913
32600 4886 4891 4890 4886.265938389246
32700 4886 4892 4890 4886.324630715032
32800 4885 4892 4890 4886.418608054239
32900 4886 4890 4890 4886.5450491729625
33000 4886 4892 4890 4886.581425032653
33100 4885 4891 4890 4886.694848024559
33200 4889 4890 4890 4886.679268836697
33300 4885 4890 4890 4886.824846462661
33400 4885 4892 4890 4886.878828758954
33500 4886 4890 4890 4886.9684726618325
33600 4884 4891 4889 4885.090926826667
33700 4885 4891 4889 4885.163612304386
33800 4884 4889 4889 4885.350419550243
33900 4884 4891 4889 4885.442334928034
34000 4890 4891 4889 4885.2870344018775
34100 4885 4891 4889 4885.344039983624
34200 4885 4889 4889 4885.4764432360835
34300 4884 4891 4889 4885.558282316302
34400 4884 4890 4889 4885.673555697641
34500 4884 4891 4889 4885.739634535613
34600 4884 4891 4889 4885.800430001414
34700 4884 4891 4889 4885.856364530158
34800 4885 4886 4888 4884.0677379516555
34900 4884 4891 4888 4884.102299716765
35000 4884 4891 4888 4884.134098075713
35100 4884 4890 4888 4884.203331770943
35200 4886 4890 4888 4884.187074260173
35300 4884 4890 4888 4884.252072213564
35400 4886 4890 4888 4884.231917632173
35500 4883 4890 4888 4884.33330790019
35600 4883 4887 4888 4884.546524828034
35700 4883 4888 4888 4884.702716078916
35800 4883 4889 4888 4884.806441174218
35900 4883 4889 4888 4884.901872868808
36000 4883 4888 4887 4883.029652059079
36100 4884 4890 4887 4883.027281211338
36200 4885 4890 4888 4884.985122133431
36300 4884 4890 4888 4884.986311701961
36400 4884 4888 4887 4883.067361743215
36500 4884 4885 4887 4883.261864759032
36600 4885 4891 4887 4883.160971623565
36700 4885 4891 4887 4883.068145457804
36800 4884 4885 4887 4883.262585811262
36900 4885 4891 4887 4883.161635023642
37000 4888 4890 4888 4884.988800229969
37100 4884 4891 4888 4884.949717921452
37200 4884 4891 4888 4884.913760461791
37300 4883 4890 4888 4884.960633587236
37400 4883 4889 4887 4883.043736737183
37500 4883 4889 4887 4883.120195326131
37600 4888 4889 4888 4884.990651660415
37700 4883 4890 4887 4883.0313769050645
37800 4883 4889 4887 4883.1088237316235
37900 4882 4889 4887 4883.220056044515
38000 4883 4889 4887 4883.282416920032
38100 4884 4889 4887 4883.2998139025585
38200 4884 4889 4887 4883.315819899163
38300 4883 4890 4887 4883.330546126939
38400 4883 4890 4887 4883.344094910553
38500 4883 4889 4887 4883.396538185928
38600 4883 4890 4887 4883.404810535836
38700 4884 4890 4887 4883.372443672479
38800 4884 4890 4887 4883.342664720628
38900 4884 4891 4887 4883.275288969619
39000 4884 4890 4887 4883.253278078907
39100 4884 4890 4887 4883.233027081847
39200 4883 4889 4887 4883.294350850481
39300 4883 4890 4887 4883.310793648612
39400 4884 4891 4887 4883.245966167823
39500 4884 4891 4887 4883.186322006208
39600 4886 4890 4887 4883.091468935763
39700 4883 4889 4887 4883.1641110688315
39800 4883 4890 4887 4883.190967264943
39900 4884 4890 4887 4883.175698365488
40000 4883 4890 4887 4883.201628092512
40100 4886 4890 4887 4883.105551214978
40200 4884 4889 4887 4883.137089598484
40300 4884 4890 4887 4883.126128519389
40400 4884 4891 4887 4883.076066047104
40500 4884 4885 4887 4883.269873105208
40600 4883 4890 4887 4883.288273035791
40700 4888 4890 4887 4883.105312825726
40800 4883 4890 4887 4883.136870269784
40900 4884 4890 4887 4883.1259267272435
41000 4884 4885 4887 4883.31574714548
41100 4889 4890 4887 4883.090612434207
41200 4884 4891 4887 4883.043389671303
41300 4884 4891 4888 4884.99994263205
41400 4884 4886 4887 4883.159858389679
41500 4885 4891 4887 4883.067121233185
41600 4884 4891 4887 4883.02177672301
41700 4884 4891 4888 4884.980057759689
41800 4885 4888 4887 4883.021630045872
41900 4885 4890 4888 4884.979922810207
42000 4886 4892 4888 4884.821616922929
42100 4886 4893 4888 4884.635990682849
42200 4887 4894 4888 4884.3852507120855
42300 4887 4893 4888 4884.194536595145
42400 4886 4891 4888 4884.139004515118
42500 4886 4893 4888 4884.007956949687
42600 4891 4892 4889 4885.727476198319
42700 4886 4893 4889 4885.629332620354
42800 4886 4892 4889 4885.579013962301
42900 4885 4892 4889.572696354693 4887
43000 4885 4890 4889.64683946047 4887
43100 4888 4892 4889.515165447397 4887
43200 4886 4891 4889.513952885172 4887
43300 4892 4894 4889.153037139903 4887
43400 4887 4893 4889.060845380428 4887
43500 4887 4891 4889.055980452419 4887
43600 4886 4891 4889.091482295262 4887
43700 4885 4890 4889 4885.204101152849
43800 4886 4893 4889 4885.1478043330135
43900 4886 4887 4889 4885.3358755144745
44000 4887 4888 4889 4885.428953769159
44100 4886 4893 4889 4885.354678726764
44200 4886 4893 4889 4885.286342388861
44300 4887 4894 4889 4885.143514337487
44400 4887 4892 4889 4885.0920617719385
44500 4886 4893 4889 4885.044723126388
44600 4886 4893 4889 4885.001169469953
44700 4891 4893 4890 4886.761209208187
44800 4887 4894 4890.660368487672 4888
44900 4887 4894 4890.567590545995 4888
45000 4887 4888 4890.722097475065 4888
45100 4887 4894 4890.624383956067 4888
45200 4888 4894 4890.494505385992 4888
45300 4888 4895 4890.33503354033 4888
45400 4889 4894 4890.188312359438 4888
45500 4888 4895 4890.053322356451 4888
45600 4889 4895 4891.889147765486 4889
45700 4889 4895 4891.738099850045 4889
45800 4890 4896 4891.519173473731 4889
45900 4891 4897 4891.237795898617 4889
46000 4890 4897 4891.018893824918 4889
46100 4891 4898 4892.73753860929 4890
46200 4890 4897 4892.558634899995 4890
46300 4890 4897 4892.394035541502 4890
46400 4895 4897 4892.042707857641 4890
46500 4890 4897 4893.919359747828 4891
46600 4895 4897 4893.605985044912 4891
46700 4889 4896 4893.597510948605 4891
46800 4890 4897 4893.509758818259 4891
46900 4890 4894 4893.548956338918 4891
47000 4890 4896 4893.5050642134975 4891
47100 4889 4896 4893.504659301342 4891
47200 4895 4896 4893.264420008064 4891
47300 4890 4896 4893.243278151535 4891
47400 4891 4896 4893.183848911836 4891
47500 4890 4896 4893.169149164471 4891
47600 4890 4896 4893.15562474401 4891
47700 4891 4897 4893.063226091133 4891
47800 4890 4897 4893.018193019321 4891
47900 4890 4897 4894.9767605931265 4892
48000 4890 4895 4893.018596506192 4891
48100 4890 4897 4894.977131818969 4892
48200 4890 4897 4894.938982465084 4892
48300 4895 4897 4894.703994401694 4892
48400 4889 4896 4894.767639495265 4892
48500 4894 4896 4894.626306844697 4892
48600 4889 4896 4894.696163492363 4892
48700 4889 4896 4894.760434710873 4892
48800 4890 4896 4894.779589293799 4892
48900 4890 4897 4894.75723456815 4892
49000 4890 4896 4894.776645020362 4892
49100 4890 4897 4894.754525705819 4892
49200 4890 4897 4894.734174954019 4892
49300 4892 4897 4894.635495773121 4892
49400 4891 4898 4894.544706543895 4892
49500 4891 4897 4894.5011542133225 4892
49600 4890 4895 4894.581017512891 4892
49700 4896 4897 4894.334672954111 4892
49800 4890 4895 4894.427847360213 4892
49900 4890 4896 4894.473594159448 4892
50000 4893 4894 4894.475705453887 4892
50100 4892 4896 4894.437670145857 4892
50200 4894 4896 4894.322720387775 4892
50300 4890 4897 4894.336894882945 4892
50400 4890 4897 4894.349936048056 4892
50500 4891 4897 4894.321956706492 4892
50600 4895 4896 4894.176281091503 4892
50700 4891 4897 4894.162186433642 4892
50800 4891 4897 4894.1492187224 4892
50900 4891 4897 4894.137287852102 4892
51000 4890 4896 4894.206266506894 4892
51100 4891 4895 4894.269729932964 4892
51200 4895 4897 4894.08825234754 4892
51300 4891 4895 4894.161151664803 4892
51400 4891 4897 4894.14826668911 4892
51500 4891 4898 4894.096434146506 4892
51600 4891 4896 4894.128701490558 4892
51700 4896 4897 4895.918522124116 4893
51800 4891 4898 4895.885058942692 4893
51900 4892 4898 4895.814293536841 4893
52000 4892 4898 4895.74918622044 4893
52100 4891 4897 4895.769240183004 4893
52200 4891 4896 4895.827668511937 4893
52300 4892 4899 4895.721513998887 4893
52400 4892 4898 4895.663824924753 4893
52500 4891 4898 4895.650726206995 4893
52600 4891 4897 4895.678652597569 4893
52700 4891 4895 4895.784301702609 4893
52800 4891 4892 4894.001436949667 4892
52900 4891 4895 4894.081277642886 4892
53000 4891 4898 4894.034801248686 4892
53100 4892 4898 4895.952063109105 4893
53200 4897 4899 4895.636073589795 4893
53300 4892 4899 4895.545238160898 4893
53400 4892 4899 4895.461665531891 4893
53500 4892 4897 4895.464730586729 4893
53600 4892 4893 4895.627461744054 4893
53700 4892 4899 4895.537314880325 4893
53800 4893 4899 4895.414397969169 4893
53900 4892 4896 4895.461220122338 4893
54000 4891 4894 4895.624231960898 4893
54100 4892 4899 4895.534343336372 4893
54200 4891 4898 4895.531597394809 4893
54300 4892 4898 4895.489093213926 4893
54400 4892 4899 4895.41000968702 4893
54500 4892 4897 4895.417204915172 4893
54600 4892 4899 4895.3438692592745 4893
54700 4893 4899 4895.236419405987 4893
54800 4893 4899 4895.137560768618 4893
54900 4898 4899 4896.846717468041 4894
55000 4893 4899 4896.7790176772405 4894
55100 4894 4900 4896.636775277471 4894
55200 4895 4900 4896.465928159356 4894
55300 4894 4899 4896.388696807949 4894
55400 4895 4901 4896.197707156396 4894
55500 4894 4901 4896.061965986919 4894
55600 4894 4899 4896.017033667476 4894
55700 4893 4898 4896.055649523308 4894
55800 4894 4900 4897.971244447725 4895
55900 4894 4897 4896.013521407425 4894
56000 4895 4900 4897.892506917324 4895
56100 4894 4899 4897.861123796987 4895
56200 4897 4900 4897.672338761667 4895
56300 4894 4901 4897.578603729725 4895
56400 4894 4900 4897.532341129817 4895
56500 4894 4899 4897.529755275851 4895
56600 4894 4899 4897.527376175353 4895
56700 4895 4901 4897.4052539191725 4895
56800 4894 4900 4897.372851604841 4895
56900 4894 4900 4897.34304003652 4895
57000 4894 4898 4897.395567654965 4895
57100 4899 4900 4897.164050848132 4895
57200 4894 4895 4897.350823029966 4895
57300 4894 4900 4897.322772769243 4895
57400 4893 4899 4897.376920868907 4895
57500 4892 4899 4897.4667173182515 4895
57600 4892 4899 4897.549334039923 4895
57700 4893 4899 4897.585367300568 4895
57800 4892 4897 4897.738452878821 4895
57900 4893 4899 4897.759365031997 4895
58000 4892 4899 4897.818582934409 4895
58100 4894 4900 4897.753132656714 4895
58200 4893 4899 4897.7728710796555 4895
58300 4893 4900 4897.751053512751 4895
58400 4893 4900 4897.73098038218 4895
58500 4894 4900 4897.672534417828 4895
58600 4893 4899 4897.698717120139 4895
58700 4893 4899 4897.722806369161 4895
58800 4893 4900 4897.7049917554905 4895
58900 4899 4900 4897.448734763571 4895
59000 4894 4901 4897.372878120189 4895
59100 4894 4900 4897.343064431817 4895
59200 4893 4900 4897.355612307037 4895
59300 4894 4900 4897.327179116863 4895
59400 4894 4901 4897.261041526368 4895
59500 4894 4900 4897.2401697983205 4895
59600 4894 4901 4897.180989088823 4895
59700 4899 4901 4898.926651244168 4896
59800 4894 4900 4898.932515886877 4896
59900 4894 4900 4898.937911618645 4896
60000 4898 4900 4898.78296476078 4896
60100 4893 4900 4898.840295733064 4896
60200 4894 4900 4898.853064981213 4896
60300 4894 4900 4898.864813256651 4896
60400 4893 4900 4898.915599984536 4896
60500 4893 4900 4898.962326029863 4896
60600 4893 4900 4897.005316066884 4895
60700 4894 4900 4897.004891017644 4895
60800 4899 4900 4898.804610990039 4896
60900 4899 4901 4898.580366676593 4896
61000 4894 4900 4898.613918704607 4896
61100 4894 4895 4898.844677024008 4896
61200 4894 4901 4898.817118170789 4896
61300 4893 4900 4898.871718387183 4896
61400 4893 4900 4898.921953011314 4896
61500 4898 4900 4898.76828213324 4896
61600 4893 4899 4898.866764856289 4896
61700 4893 4899 4898.957373335566 4896
61800 4893 4899 4897.040737160844 4895
61900 4892 4897 4897.237368960729 4895
62000 4892 4899 4897.338323364581 4895
62100 4892 4897 4897.511161485348 4895
62200 4893 4898 4897.5902246476235 4895
62300 4892 4899 4897.662966268478 4895
62400 4892 4899 4897.729891790456 4895
62500 4892 4899 4897.7914662431485 4895
62600 4897 4899 4897.648228511006 4895
62700 4894 4900 4897.596399020954 4895
62800 4893 4899 4897.6286691734895 4895
62900 4894 4900 4897.578403561718 4895
63000 4893 4900 4897.572134759046 4895
63100 4893 4900 4897.566367182161 4895
63200 4893 4900 4897.561060755263 4895
63300 4899 4900 4897.31631185072 4895
63400 4894 4900 4897.291020951536 4895
63500 4893 4896 4897.467641164427 4895
63600 4899 4900 4897.230361677955 4895
63700 4894 4899 4897.251920767833 4895
63800 4894 4901 4897.191800502689 4895
63900 4894 4897 4897.296398359278 4895
64000 4894 4895 4897.472588618386 4895
64100 4894 4899 4897.474780311449 4895
64200 4895 4901 4897.356863388354 4895
64300 4896 4901 4897.208396789185 4895
64400 4894 4901 4897.151756509231 4895
64500 4895 4901 4897.059667143331 4895
64600 4895 4901 4898.974940836589 4896
64700 4895 4902 4898.857011078612 4896
64800 4895 4902 4898.748510463467 4896
64900 4895 4900 4898.72864066389 4896
65000 4895 4900 4898.710359565769 4896
65100 4896 4902 4898.573606765493 4896
65200 4895 4900 4898.567721493471 4896
65300 4894 4899 4898.64226236719 4896
65400 4900 4901 4898.391020940233 4896
65500 4894 4901 4898.39973442475 4896
65600 4895 4901 4898.367773424827 4896
65700 4894 4901 4898.378345678047 4896
65800 4894 4901 4898.388072620572 4896
65900 4895 4901 4898.357044047028 4896
66000 4897 4901 4898.248540795874 4896
66100 4899 4900 4898.108735192995 4896
66200 4894 4900 4898.179996792359 4896
66300 4898 4900 4898.08564945809 4896
66400 4893 4899 4898.238712476274 4896
66500 4897 4898 4898.259603873184 4896
66600 4896 4898 4898.318802678909 4896
66700 4896 4898 4898.37326820947 4896
66800 4891 4898 4898.623267880079 4896
66900 4891 4898 4898.853278680682 4896
67000 4892 4898 4897.024921040396 4895
67100 4891 4898 4897.22281742745 4895
67200 4891 4898 4897.404890893034 4895
67300 4890 4891 4897 4893.892228909579
67400 4891 4897 4896 4892.060756980941
67500 4891 4898 4896 4892.1758324990205
67600 4891 4897 4896 4892.321684879375
67700 4891 4898 4896 4892.415897754596
67800 4892 4898 4896 4892.462599991543
67900 4892 4899 4896 4892.465590331112
68000 4892 4897 4896 4892.548297161701
68100 4892 4897 4896 4892.624391119236
68200 4892 4893 4896 4892.854312110594
68300 4891 4892 4895 4891.14580521987
