Sandbox logs:
0 OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
START RequestId: 825f4481-5540-4c1f-9e57-1bbe3eccebbc Version: $LATEST
4700 4946 4947 4947.5 4945.5
4800 4951 4952 4952.5 4950.5
4900 4946 4952 4950.0 4948.0
5000 4947 4953 4951.0 4949.0
5100 4947 4948 4948.5 4946.5
5200 4947 4953 4951.0 4949.0
5300 4947 4954 4951.5 4949.5
5400 4947 4952 4950.5 4948.5
5500 4947 4954 4951.5 4949.5
5600 4947 4953 4951.0 4949.0
5700 4950 4954 4953.0 4951.0
5800 4953 4954 4954.5 4952.5
5900 4947 4954 4951.5 4949.5
6000 4947 4953 4951.0 4949.0
6100 4947 4952 4950.5 4948.5
6200 4947 4948 4948.5 4946.5
6300 4947 4948 4948.5 4946.5
6400 4947 4954 4951.5 4949.5
6500 4947 4954 4951.5 4949.5
6600 4948 4955 4952.5 4950.5
6700 4948 4954 4952.0 4950.0
6800 4948 4954 4952.0 4950.0
6900 4952 4954 4954.0 4952.0
7000 4948 4954 4952.0 4950.0
7100 4947 4954 4951.5 4949.5
7200 4947 4954 4951.5 4949.5
7300 4947 4952 4950.5 4948.5
7400 4947 4953 4951.0 4949.0
7500 4947 4953 4951.0 4949.0
7600 4946 4953 4950.5 4948.5
7700 4951 4952 4952.5 4950.5
7800 4951 4952 4952.5 4950.5
7900 4946 4950 4949.0 4947.0
8000 4945 4952 4949.5 4947.5
8100 4945 4952 4949.5 4947.5
8200 4949 4950 4950.5 4948.5
8300 4946 4952 4950.0 4948.0
8400 4945 4951 4949.0 4947.0
8500 4947 4951 4950.0 4948.0
8600 4944 4951 4948.5 4946.5
8700 4945 4946 4946.5 4944.5
8800 4945 4947 4947.0 4945.0
8900 4945 4952 4949.5 4947.5
9000 4945 4950 4948.5 4946.5
9100 4946 4949 4948.5 4946.5
9200 4945 4950 4948.5 4946.5
9300 4945 4952 4949.5 4947.5
9400 4946 4952 4950.0 4948.0
9500 4946 4952 4950.0 4948.0
9600 4945 4946 4946.5 4944.5
9700 4946 4952 4950.0 4948.0
9800 4945 4950 4948.5 4946.5
9900 4945 4952 4949.5 4947.5
10000 4946 4952 4950.0 4948.0
10100 4945 4952 4949.5 4947.5
10200 4946 4952 4950.0 4948.0
10300 4946 4947 4947.5 4945.5
10400 4946 4953 4950.5 4948.5
10500 4946 4952 4950.0 4948.0
10600 4945 4950 4948.5 4946.5
10700 4946 4952 4950.0 4948.0
10800 4947 4953 4951.0 4949.0
10900 4947 4953 4951.0 4949.0
11000 4946 4952 4950.0 4948.0
11100 4946 4951 4949.5 4947.5
11200 4946 4952 4950.0 4948.0
11300 4950 4952 4952.0 4950.0
11400 4946 4951 4949.5 4947.5
11500 4945 4951 4949.0 4947.0
11600 4944 4951 4948.5 4946.5
11700 4944 4951 4948.5 4946.5
11800 4944 4951 4948.5 4946.5
11900 4944 4951 4948.5 4946.5
12000 4943 4950 4947.5 4945.5
12100 4943 4948 4946.5 4944.5
12200 4944 4950 4948.0 4946.0
12300 4943 4950 4947.5 4945.5
12400 4943 4949 4947.0 4945.0
12500 4943 4949 4947.0 4945.0
12600 4944 4949 4947.5 4945.5
12700 4943 4950 4947.5 4945.5
12800 4943 4948 4946.5 4944.5
12900 4944 4950 4948.0 4946.0
13000 4943 4950 4947.5 4945.5
13100 4944 4950 4948.0 4946.0
13200 4943 4950 4947.5 4945.5
13300 4949 4950 4950.5 4948.5
13400 4944 4950 4948.0 4946.0
13500 4947 4949 4949.0 4947.0
13600 4944 4950 4948.0 4946.0
13700 4947 4949 4949.0 4947.0
13800 4943 4950 4947.5 4945.5
13900 4942 4947 4945.5 4943.5
14000 4948 4949 4949.5 4947.5
14100 4942 4949 4946.5 4944.5
14200 4942 4949 4946.5 4944.5
14300 4943 4949 4947.0 4945.0
14400 4943 4949 4947.0 4945.0
14500 4943 4949 4947.0 4945.0
14600 4942 4947 4945.5 4943.5
14700 4943 4949 4947.0 4945.0
14800 4943 4949 4947.0 4945.0
14900 4943 4947 4946.0 4944.0
15000 4942 4943 4943.5 4941.5
15100 4948 4949 4949.5 4947.5
15200 4946 4950 4949.0 4947.0
15300 4943 4949 4947.0 4945.0
15400 4942 4947 4945.5 4943.5
15500 4948 4949 4949.5 4947.5
15600 4943 4950 4947.5 4945.5
15700 4944 4950 4948.0 4946.0
15800 4945 4950 4948.5 4946.5
15900 4945 4951 4949.0 4947.0
16000 4945 4950 4948.5 4946.5
16100 4945 4951 4949.0 4947.0
16200 4944 4945 4945.5 4943.5
16300 4944 4949 4947.5 4945.5
16400 4945 4951 4949.0 4947.0
16500 4945 4951 4949.0 4947.0
16600 4945 4951 4949.0 4947.0
16700 4944 4945 4945.5 4943.5
16800 4944 4949 4947.5 4945.5
16900 4944 4951 4948.5 4946.5
17000 4944 4951 4948.5 4946.5
17100 4945 4951 4949.0 4947.0
17200 4946 4951 4949.5 4947.5
17300 4945 4947 4947.0 4945.0
17400 4946 4952 4950.0 4948.0
17500 4951 4953 4953.0 4951.0
17600 4945 4952 4949.5 4947.5
17700 4945 4951 4949.0 4947.0
17800 4944 4951 4948.5 4946.5
17900 4945 4951 4949.0 4947.0
18000 4945 4951 4949.0 4947.0
18100 4945 4952 4949.5 4947.5
18200 4950 4952 4952.0 4950.0
18300 4944 4951 4948.5 4946.5
18400 4945 4951 4949.0 4947.0
18500 4946 4951 4949.5 4947.5
18600 4945 4950 4948.5 4946.5
18700 4945 4951 4949.0 4947.0
18800 4945 4952 4949.5 4947.5
18900 4945 4952 4949.5 4947.5
19000 4945 4950 4948.5 4946.5
19100 4945 4951 4949.0 4947.0
19200 4945 4950 4948.5 4946.5
19300 4945 4952 4949.5 4947.5
19400 4946 4951 4949.5 4947.5
19500 4946 4952 4950.0 4948.0
19600 4946 4952 4950.0 4948.0
19700 4946 4951 4949.5 4947.5
19800 4946 4953 4950.5 4948.5
19900 4946 4952 4950.0 4948.0
20000 4946 4951 4949.5 4947.5
20100 4947 4952 4950.5 4948.5
20200 4946 4953 4950.5 4948.5
20300 4946 4952 4950.0 4948.0
20400 4946 4953 4950.5 4948.5
20500 4946 4953 4950.5 4948.5
20600 4947 4953 4951.0 4949.0
20700 4947 4948 4948.5 4946.5
20800 4953 4954 4954.5 4952.5
20900 4947 4954 4951.5 4949.5
21000 4948 4949 4949.5 4947.5
21100 4949 4955 4953.0 4951.0
21200 4947 4954 4951.5 4949.5
21300 4947 4948 4948.5 4946.5
21400 4948 4955 4952.5 4950.5
21500 4952 4954 4954.0 4952.0
21600 4951 4955 4954.0 4952.0
21700 4948 4952 4951.0 4949.0
21800 4949 4954 4952.5 4950.5
21900 4948 4954 4952.0 4950.0
22000 4947 4948 4948.5 4946.5
22100 4948 4954 4952.0 4950.0
22200 4948 4953 4951.5 4949.5
22300 4948 4955 4952.5 4950.5
22400 4948 4955 4952.5 4950.5
22500 4948 4955 4952.5 4950.5
22600 4948 4953 4951.5 4949.5
22700 4948 4955 4952.5 4950.5
22800 4948 4954 4952.0 4950.0
22900 4948 4954 4952.0 4950.0
23000 4949 4955 4953.0 4951.0
23100 4948 4953 4951.5 4949.5
23200 4948 4953 4951.5 4949.5
23300 4947 4954 4951.5 4949.5
23400 4949 4954 4952.5 4950.5
23500 4950 4954 4953.0 4951.0
23600 4952 4953 4953.5 4951.5
23700 4947 4954 4951.5 4949.5
23800 4948 4954 4952.0 4950.0
23900 4953 4954 4954.5 4952.5
24000 4947 4951 4950.0 4948.0
24100 4946 4953 4950.5 4948.5
24200 4951 4952 4952.5 4950.5
24300 4945 4951 4949.0 4947.0
24400 4944 4951 4948.5 4946.5
24500 4949 4950 4950.5 4948.5
24600 4945 4951 4949.0 4947.0
24700 4945 4951 4949.0 4947.0
24800 4945 4951 4949.0 4947.0
24900 4945 4951 4949.0 4947.0
25000 4944 4949 4947.5 4945.5
25100 4946 4950 4949.0 4947.0
25200 4944 4951 4948.5 4946.5
25300 4944 4948 4947.0 4945.0
25400 4945 4951 4949.0 4947.0
25500 4946 4951 4949.5 4947.5
25600 4950 4951 4951.5 4949.5
25700 4945 4951 4949.0 4947.0
25800 4945 4951 4949.0 4947.0
25900 4944 4951 4948.5 4946.5
26000 4945 4949 4948.0 4946.0
26100 4945 4950 4948.5 4946.5
26200 4945 4952 4949.5 4947.5
26300 4945 4952 4949.5 4947.5
26400 4945 4952 4949.5 4947.5
26500 4945 4949 4948.0 4946.0
26600 4946 4952 4950.0 4948.0
26700 4945 4952 4949.5 4947.5
26800 4945 4952 4949.5 4947.5
26900 4945 4950 4948.5 4946.5
27000 4945 4950 4948.5 4946.5
27100 4945 4950 4948.5 4946.5
27200 4950 4952 4952.0 4950.0
27300 4946 4952 4950.0 4948.0
27400 4946 4952 4950.0 4948.0
27500 4945 4947 4947.0 4945.0
27600 4945 4952 4949.5 4947.5
27700 4946 4952 4950.0 4948.0
27800 4947 4953 4951.0 4949.0
27900 4947 4953 4951.0 4949.0
28000 4946 4951 4949.5 4947.5
28100 4945 4952 4949.5 4947.5
28200 4946 4952 4950.0 4948.0
28300 4946 4951 4949.5 4947.5
28400 4947 4951 4950.0 4948.0
28500 4952 4954 4954.0 4952.0
28600 4949 4954 4952.5 4950.5
28700 4948 4955 4952.5 4950.5
28800 4949 4955 4953.0 4951.0
28900 4949 4956 4953.5 4951.5
29000 4949 4956 4953.5 4951.5
29100 4951 4956 4954.5 4952.5
29200 4950 4955 4953.5 4951.5
29300 4950 4956 4954.0 4952.0
29400 4954 4956 4956.0 4954.0
29500 4949 4956 4953.5 4951.5
29600 4949 4956 4953.5 4951.5
29700 4950 4956 4954.0 4952.0
29800 4950 4956 4954.0 4952.0
29900 4950 4956 4954.0 4952.0
30000 4950 4955 4953.5 4951.5
30100 4949 4956 4953.5 4951.5
30200 4949 4952 4951.5 4949.5
30300 4949 4953 4952.0 4950.0
30400 4948 4955 4952.5 4950.5
30500 4948 4954 4952.0 4950.0
30600 4948 4955 4952.5 4950.5
30700 4953 4955 4955.0 4953.0
30800 4948 4955 4952.5 4950.5
30900 4950 4955 4953.5 4951.5
31000 4950 4956 4954.0 4952.0
31100 4950 4956 4954.0 4952.0
31200 4950 4956 4954.0 4952.0
31300 4950 4957 4954.5 4952.5
31400 4951 4957 4955.0 4953.0
31500 4951 4958 4955.5 4953.5
31600 4952 4958 4956.0 4954.0
31700 4951 4956 4954.5 4952.5
31800 4950 4957 4954.5 4952.5
31900 4952 4957 4955.5 4953.5
32000 4951 4957 4955.0 4953.0
32100 4951 4957 4955.0 4953.0
32200 4951 4956 4954.5 4952.5
32300 4950 4955 4953.5 4951.5
32400 4950 4951 4951.5 4949.5
32500 4955 4957 4957.0 4955.0
32600 4950 4957 4954.5 4952.5
32700 4950 4956 4954.0 4952.0
32800 4949 4956 4953.5 4951.5
32900 4950 4954 4953.0 4951.0
33000 4949 4956 4953.5 4951.5
33100 4948 4955 4952.5 4950.5
33200 4948 4953 4951.5 4949.5
33300 4949 4954 4952.5 4950.5
33400 4949 4956 4953.5 4951.5
33500 4950 4956 4954.0 4952.0
33600 4949 4950 4950.5 4948.5
33700 4950 4955 4953.5 4951.5
33800 4948 4955 4952.5 4950.5
33900 4948 4955 4952.5 4950.5
34000 4953 4955 4955.0 4953.0
34100 4948 4949 4949.5 4947.5
34200 4949 4956 4953.5 4951.5
34300 4949 4955 4953.0 4951.0
34400 4949 4955 4953.0 4951.0
34500 4948 4953 4951.5 4949.5
34600 4948 4955 4952.5 4950.5
34700 4948 4955 4952.5 4950.5
34800 4948 4951 4950.5 4948.5
34900 4949 4955 4953.0 4951.0
35000 4949 4953 4952.0 4950.0
35100 4949 4956 4953.5 4951.5
35200 4949 4950 4950.5 4948.5
35300 4951 4957 4955.0 4953.0
35400 4950 4957 4954.5 4952.5
35500 4950 4951 4951.5 4949.5
35600 4950 4956 4954.0 4952.0
35700 4950 4955 4953.5 4951.5
35800 4950 4956 4954.0 4952.0
35900 4950 4951 4951.5 4949.5
36000 4950 4957 4954.5 4952.5
36100 4950 4957 4954.5 4952.5
36200 4950 4955 4953.5 4951.5
36300 4951 4958 4955.5 4953.5
36400 4950 4955 4953.5 4951.5
36500 4951 4955 4954.0 4952.0
36600 4951 4957 4955.0 4953.0
36700 4954 4956 4956.0 4954.0
36800 4950 4953 4952.5 4950.5
36900 4950 4955 4953.5 4951.5
37000 4953 4957 4956.0 4954.0
37100 4955 4957 4957.0 4955.0
37200 4951 4957 4955.0 4953.0
37300 4950 4955 4953.5 4951.5
37400 4950 4956 4954.0 4952.0
37500 4955 4957 4957.0 4955.0
37600 4950 4957 4954.5 4952.5
37700 4955 4957 4957.0 4955.0
37800 4950 4957 4954.5 4952.5
37900 4950 4952 4952.0 4950.0
38000 4950 4954 4953.0 4951.0
38100 4949 4950 4950.5 4948.5
38200 4950 4956 4954.0 4952.0
38300 4949 4955 4953.0 4951.0
38400 4948 4949 4949.5 4947.5
38500 4954 4955 4955.5 4953.5
38600 4948 4955 4952.5 4950.5
38700 4949 4955 4953.0 4951.0
38800 4949 4956 4953.5 4951.5
38900 4950 4955 4953.5 4951.5
39000 4950 4957 4954.5 4952.5
39100 4949 4954 4952.5 4950.5
39200 4955 4956 4956.5 4954.5
39300 4950 4956 4954.0 4952.0
39400 4950 4956 4954.0 4952.0
39500 4950 4957 4954.5 4952.5
39600 4949 4956 4953.5 4951.5
39700 4949 4956 4953.5 4951.5
39800 4949 4954 4952.5 4950.5
39900 4950 4956 4954.0 4952.0
40000 4953 4955 4955.0 4953.0
40100 4949 4956 4953.5 4951.5
40200 4949 4954 4952.5 4950.5
40300 4949 4955 4953.0 4951.0
40400 4948 4953 4951.5 4949.5
40500 4948 4951 4950.5 4948.5
40600 4948 4954 4952.0 4950.0
40700 4948 4955 4952.5 4950.5
40800 4948 4955 4952.5 4950.5
40900 4948 4955 4952.5 4950.5
41000 4949 4951 4951.0 4949.0
41100 4947 4954 4951.5 4949.5
41200 4947 4954 4951.5 4949.5
41300 4946 4951 4949.5 4947.5
41400 4947 4950 4949.5 4947.5
41500 4948 4954 4952.0 4950.0
41600 4948 4954 4952.0 4950.0
41700 4947 4954 4951.5 4949.5
41800 4947 4952 4950.5 4948.5
41900 4949 4955 4953.0 4951.0
42000 4948 4955 4952.5 4950.5
42100 4948 4955 4952.5 4950.5
42200 4948 4953 4951.5 4949.5
42300 4953 4955 4955.0 4953.0
42400 4948 4954 4952.0 4950.0
42500 4948 4954 4952.0 4950.0
42600 4947 4952 4950.5 4948.5
42700 4947 4954 4951.5 4949.5
42800 4947 4954 4951.5 4949.5
42900 4946 4953 4950.5 4948.5
43000 4946 4953 4950.5 4948.5
43100 4946 4951 4949.5 4947.5
43200 4946 4953 4950.5 4948.5
43300 4946 4953 4950.5 4948.5
43400 4946 4951 4949.5 4947.5
43500 4946 4951 4949.5 4947.5
43600 4945 4950 4948.5 4946.5
43700 4946 4952 4950.0 4948.0
43800 4945 4952 4949.5 4947.5
43900 4945 4952 4949.5 4947.5
44000 4945 4948 4947.5 4945.5
44100 4945 4951 4949.0 4947.0
44200 4945 4951 4949.0 4947.0
44300 4945 4952 4949.5 4947.5
44400 4945 4952 4949.5 4947.5
44500 4945 4952 4949.5 4947.5
44600 4945 4952 4949.5 4947.5
44700 4945 4949 4948.0 4946.0
44800 4945 4949 4948.0 4946.0
44900 4945 4950 4948.5 4946.5
45000 4945 4951 4949.0 4947.0
45100 4945 4951 4949.0 4947.0
45200 4945 4952 4949.5 4947.5
45300 4945 4946 4946.5 4944.5
45400 4946 4952 4950.0 4948.0
45500 4946 4952 4950.0 4948.0
45600 4951 4952 4952.5 4950.5
45700 4945 4952 4949.5 4947.5
45800 4946 4952 4950.0 4948.0
45900 4946 4950 4949.0 4947.0
46000 4946 4952 4950.0 4948.0
46100 4945 4946 4946.5 4944.5
46200 4945 4946 4946.5 4944.5
46300 4950 4951 4951.5 4949.5
46400 4944 4951 4948.5 4946.5
46500 4944 4945 4945.5 4943.5
46600 4947 4949 4949.0 4947.0
46700 4944 4951 4948.5 4946.5
46800 4945 4951 4949.0 4947.0
46900 4950 4951 4951.5 4949.5
47000 4944 4949 4947.5 4945.5
47100 4945 4951 4949.0 4947.0
47200 4950 4951 4951.5 4949.5
47300 4944 4951 4948.5 4946.5
47400 4945 4950 4948.5 4946.5
47500 4944 4950 4948.0 4946.0
47600 4943 4950 4947.5 4945.5
47700 4943 4949 4947.0 4945.0
47800 4943 4948 4946.5 4944.5
47900 4944 4949 4947.5 4945.5
48000 4943 4949 4947.0 4945.0
48100 4942 4949 4946.5 4944.5
48200 4942 4949 4946.5 4944.5
48300 4948 4949 4949.5 4947.5
48400 4947 4949 4949.0 4947.0
48500 4942 4949 4946.5 4944.5
48600 4942 4947 4945.5 4943.5
48700 4941 4948 4945.5 4943.5
48800 4943 4949 4947.0 4945.0
48900 4942 4948 4946.0 4944.0
49000 4941 4948 4945.5 4943.5
49100 4942 4948 4946.0 4944.0
49200 4940 4946 4944.0 4942.0
49300 4945 4946 4946.5 4944.5
49400 4945 4947 4947.0 4945.0
49500 4940 4947 4944.5 4942.5
49600 4940 4947 4944.5 4942.5
49700 4941 4946 4944.5 4942.5
49800 4941 4948 4945.5 4943.5
49900 4941 4946 4944.5 4942.5
50000 4943 4947 4946.0 4944.0
50100 4941 4947 4945.0 4943.0
50200 4942 4948 4946.0 4944.0
50300 4942 4946 4945.0 4943.0
50400 4942 4948 4946.0 4944.0
50500 4942 4948 4946.0 4944.0
50600 4947 4948 4948.5 4946.5
50700 4941 4943 4943.0 4941.0
50800 4941 4946 4944.5 4942.5
50900 4941 4948 4945.5 4943.5
51000 4942 4948 4946.0 4944.0
51100 4941 4948 4945.5 4943.5
51200 4941 4947 4945.0 4943.0
51300 4941 4947 4945.0 4943.0
51400 4941 4948 4945.5 4943.5
51500 4941 4948 4945.5 4943.5
51600 4941 4947 4945.0 4943.0
51700 4941 4946 4944.5 4942.5
51800 4942 4948 4946.0 4944.0
51900 4941 4946 4944.5 4942.5
52000 4941 4947 4945.0 4943.0
52100 4940 4947 4944.5 4942.5
52200 4941 4946 4944.5 4942.5
52300 4940 4945 4943.5 4941.5
52400 4941 4947 4945.0 4943.0
52500 4941 4947 4945.0 4943.0
52600 4941 4947 4945.0 4943.0
52700 4941 4948 4945.5 4943.5
52800 4941 4948 4945.5 4943.5
52900 4941 4947 4945.0 4943.0
53000 4941 4948 4945.5 4943.5
53100 4943 4949 4947.0 4945.0
53200 4943 4950 4947.5 4945.5
53300 4943 4950 4947.5 4945.5
53400 4942 4943 4943.5 4941.5
53500 4943 4948 4946.5 4944.5
53600 4943 4949 4947.0 4945.0
53700 4943 4948 4946.5 4944.5
53800 4944 4948 4947.0 4945.0
53900 4949 4951 4951.0 4949.0
54000 4945 4951 4949.0 4947.0
54100 4944 4951 4948.5 4946.5
54200 4943 4950 4947.5 4945.5
54300 4945 4951 4949.0 4947.0
54400 4944 4951 4948.5 4946.5
54500 4944 4945 4945.5 4943.5
54600 4945 4950 4948.5 4946.5
54700 4944 4950 4948.0 4946.0
54800 4943 4950 4947.5 4945.5
54900 4943 4949 4947.0 4945.0
55000 4943 4949 4947.0 4945.0
55100 4943 4950 4947.5 4945.5
55200 4943 4950 4947.5 4945.5
55300 4944 4948 4947.0 4945.0
55400 4944 4950 4948.0 4946.0
55500 4947 4949 4949.0 4947.0
55600 4943 4949 4947.0 4945.0
55700 4943 4948 4946.5 4944.5
55800 4943 4950 4947.5 4945.5
55900 4943 4950 4947.5 4945.5
56000 4943 4950 4947.5 4945.5
56100 4943 4950 4947.5 4945.5
56200 4943 4950 4947.5 4945.5
56300 4943 4948 4946.5 4944.5
56400 4944 4950 4948.0 4946.0
56500 4943 4950 4947.5 4945.5
56600 4943 4949 4947.0 4945.0
56700 4943 4950 4947.5 4945.5
56800 4943 4950 4947.5 4945.5
56900 4944 4950 4948.0 4946.0
57000 4943 4949 4947.0 4945.0
57100 4943 4949 4947.0 4945.0
57200 4943 4946 4945.5 4943.5
57300 4943 4950 4947.5 4945.5
57400 4944 4948 4947.0 4945.0
57500 4944 4949 4947.5 4945.5
57600 4944 4951 4948.5 4946.5
57700 4945 4949 4948.0 4946.0
57800 4945 4951 4949.0 4947.0
57900 4944 4950 4948.0 4946.0
58000 4945 4951 4949.0 4947.0
58100 4943 4950 4947.5 4945.5
58200 4944 4950 4948.0 4946.0
58300 4944 4951 4948.5 4946.5
58400 4944 4951 4948.5 4946.5
58500 4945 4951 4949.0 4947.0
58600 4945 4951 4949.0 4947.0
58700 4945 4951 4949.0 4947.0
58800 4945 4951 4949.0 4947.0
58900 4944 4951 4948.5 4946.5
59000 4945 4951 4949.0 4947.0
59100 4944 4945 4945.5 4943.5
59200 4949 4951 4951.0 4949.0
59300 4944 4950 4948.0 4946.0
59400 4944 4949 4947.5 4945.5
59500 4945 4950 4948.5 4946.5
59600 4944 4951 4948.5 4946.5
59700 4945 4951 4949.0 4947.0
59800 4944 4951 4948.5 4946.5
59900 4946 4951 4949.5 4947.5
60000 4946 4952 4950.0 4948.0
60100 4945 4952 4949.5 4947.5
60200 4946 4952 4950.0 4948.0
60300 4945 4952 4949.5 4947.5
60400 4946 4952 4950.0 4948.0
60500 4946 4952 4950.0 4948.0
60600 4945 4950 4948.5 4946.5
60700 4946 4951 4949.5 4947.5
60800 4945 4952 4949.5 4947.5
60900 4945 4951 4949.0 4947.0
61000 4944 4951 4948.5 4946.5
61100 4944 4945 4945.5 4943.5
61200 4944 4951 4948.5 4946.5
61300 4944 4950 4948.0 4946.0
61400 4944 4951 4948.5 4946.5
61500 4945 4952 4949.5 4947.5
61600 4945 4952 4949.5 4947.5
61700 4950 4951 4951.5 4949.5
61800 4944 4951 4948.5 4946.5
61900 4945 4951 4949.0 4947.0
62000 4944 4950 4948.0 4946.0
62100 4944 4950 4948.0 4946.0
62200 4944 4950 4948.0 4946.0
62300 4944 4951 4948.5 4946.5
62400 4944 4951 4948.5 4946.5
62500 4944 4950 4948.0 4946.0
62600 4943 4950 4947.5 4945.5
62700 4944 4949 4947.5 4945.5
62800 4943 4950 4947.5 4945.5
62900 4943 4950 4947.5 4945.5
63000 4943 4950 4947.5 4945.5
63100 4943 4948 4946.5 4944.5
63200 4943 4950 4947.5 4945.5
63300 4943 4950 4947.5 4945.5
63400 4943 4948 4946.5 4944.5
63500 4943 4948 4946.5 4944.5
63600 4943 4948 4946.5 4944.5
63700 4944 4949 4947.5 4945.5
63800 4943 4949 4947.0 4945.0
63900 4942 4947 4945.5 4943.5
64000 4942 4948 4946.0 4944.0
64100 4941 4948 4945.5 4943.5
64200 4941 4946 4944.5 4942.5
64300 4941 4948 4945.5 4943.5
64400 4940 4947 4944.5 4942.5
64500 4942 4947 4945.5 4943.5
64600 4941 4948 4945.5 4943.5
64700 4941 4946 4944.5 4942.5
64800 4941 4945 4944.0 4942.0
64900 4940 4941 4941.5 4939.5
65000 4941 4946 4944.5 4942.5
65100 4942 4947 4945.5 4943.5
65200 4940 4947 4944.5 4942.5
65300 4945 4946 4946.5 4944.5
65400 4940 4947 4944.5 4942.5
65500 4941 4945 4944.0 4942.0
65600 4941 4947 4945.0 4943.0
65700 4940 4947 4944.5 4942.5
65800 4940 4947 4944.5 4942.5
65900 4940 4946 4944.0 4942.0
66000 4941 4947 4945.0 4943.0
66100 4940 4947 4944.5 4942.5
66200 4940 4947 4944.5 4942.5
66300 4940 4947 4944.5 4942.5
66400 4940 4945 4943.5 4941.5
66500 4940 4941 4941.5 4939.5
66600 4942 4944 4944.0 4942.0
66700 4942 4946 4945.0 4943.0
66800 4939 4945 4943.0 4941.0
66900 4938 4945 4942.5 4940.5
67000 4938 4939 4939.5 4937.5
67100 4938 4943 4941.5 4939.5
67200 4937 4943 4941.0 4939.0
67300 4937 4942 4940.5 4938.5
67400 4937 4943 4941.0 4939.0
67500 4937 4944 4941.5 4939.5
67600 4937 4944 4941.5 4939.5
67700 4938 4944 4942.0 4940.0
67800 4938 4944 4942.0 4940.0
67900 4938 4942 4941.0 4939.0
68000 4938 4945 4942.5 4940.5
68100 4937 4944 4941.5 4939.5
68200 4938 4941 4940.5 4938.5
68300 4937 4944 4941.5 4939.5
68400 4938 4944 4942.0 4940.0
68500 4939 4944 4942.5 4940.5
68600 4938 4943 4941.5 4939.5
68700 4939 4944 4942.5 4940.5
68800 4938 4945 4942.5 4940.5
68900 4941 4944 4943.5 4941.5
69000 4939 4944 4942.5 4940.5
69100 4938 4945 4942.5 4940.5
69200 4938 4943 4941.5 4939.5
69300 4939 4945 4943.0 4941.0
69400 4939 4945 4943.0 4941.0
69500 4939 4945 4943.0 4941.0
69600 4938 4943 4941.5 4939.5
69700 4938 4944 4942.0 4940.0
69800 4938 4944 4942.0 4940.0
69900 4937 4944 4941.5 4939.5
70000 4938 4944 4942.0 4940.0
70100 4937 4942 4940.5 4938.5
70200 4937 4943 4941.0 4939.0
70300 4936 4942 4940.0 4938.0
70400 4936 4940 4939.0 4937.0
70500 4936 4943 4940.5 4938.5
70600 4941 4942 4942.5 4940.5
70700 4935 4940 4938.5 4936.5
70800 4935 4942 4939.5 4937.5
70900 4934 4941 4938.5 4936.5
71000 4940 4941 4941.5 4939.5
71100 4934 4935 4935.5 4933.5
71200 4935 4941 4939.0 4937.0
71300 4935 4942 4939.5 4937.5
71400 4934 4941 4938.5 4936.5
71500 4936 4942 4940.0 4938.0
71600 4936 4943 4940.5 4938.5
71700 4936 4943 4940.5 4938.5
71800 4937 4943 4941.0 4939.0
71900 4937 4939 4939.0 4937.0
72000 4937 4942 4940.5 4938.5
72100 4937 4938 4938.5 4936.5
